rank,channel_info,influence_score,posts,followers,avg_likes,60_day_eng_rate,new_post_avg_like,total_likes,country,avg_comments,engagement,engagement_rate_pct,engagement_rate_decimal,likes_per_post_from_total,likes_per_post,following,followers_following_ratio,log1p_followers,log1p_posts,log1p_total_likes,log1p_likes_per_post,caption_len,hashtag_count,mention_count,url_count,days_since_last_post,account_age_days,posts_per_day,posts_per_month,verified_binary,followers_times_engrate,followers_log1p,avg_likes_log1p,total_likes_log1p,influence_score_log1p,follower_bin,channel_info_len
61,camila_cabello,77,2900.0,65000000.0,1900000.0,2.19,1400000.0,5400000000.0,United States,0.0,1900000.0,2.923076923076923,0.0292307692307692,1862068.9655172413,1900000.0,,,17.989897843244528,7.972810784121404,22.409664790701825,14.45736497045232,,,,,,,,,0,1900000.0,17.989897843244528,14.45736497045232,22.409664790701825,4.356708826689592,q3,14
62,willsmith,82,1400.0,63900000.0,1400000.0,0.02,0.0,1900000000.0,United States,0.0,1400000.0,2.190923317683881,0.0219092331768388,1357142.857142857,1400000.0,,,17.972829934997215,7.244941546337007,21.36511972364512,14.151983508870948,,,,,,,,,0,1400000.0,17.972829934997215,14.151983508870947,21.365119723645122,4.418840607796598,q3,9
63,raffinagita1717,83,17500.0,63500000.0,386900.0,0.58,366600.0,6800000000.0,Indonesia,0.0,386900.0,0.6092913385826771,0.0060929133858267,388571.4285714286,386900.0,,,17.96655047961095,9.770013301136158,22.64018844927553,12.86592412533246,,,,,,,,,0,386900.0,17.96655047961095,12.86592412533246,22.64018844927553,4.430816798843313,q3,15
64,anitta,82,5100.0,63100000.0,855500.0,0.69,426200.0,4400000000.0,United States,0.0,855500.0,1.3557844690966718,0.0135578446909667,862745.0980392157,855500.0,,,17.9602313433593,8.537191877922927,22.2048703780979,13.659442541220772,,,,,,,,,0,855500.0,17.9602313433593,13.659442541220773,22.2048703780979,4.418840607796598,q3,6
65,sooyaaa__,82,830.0,62900000.0,4500000.0,9.43,5900000.0,3800000000.0,Unknown,0.0,4500000.0,7.154213036565977,0.0715421303656597,4578313.253012048,4500000.0,,,17.95705673756892,6.7226297948554485,22.05826690394191,15.319588176962746,,,,,,,,,0,4500000.0,17.95705673756892,15.319588176962746,22.05826690394191,4.418840607796598,q3,9
66,maluma,84,8200.0,62800000.0,1200000.0,1.12,696300.0,9800000000.0,Colombia,0.0,1200000.0,1.910828025477707,0.019108280254777,1195121.951219512,1200000.0,,,17.955465647361994,9.012011377036412,23.00564822272498,13.997832948091215,,,,,,,,,0,1200000.0,17.955465647361994,13.997832948091215,23.00564822272498,4.442651256490317,q3,6
67,akshaykumar,85,1900.0,62800000.0,1500000.0,1.01,624900.0,2900000000.0,Unknown,0.0,1500000.0,2.388535031847134,0.0238853503184713,1526315.7894736845,1500000.0,,,17.955465647361994,7.550135342488429,21.787976574283668,14.220976332738882,,,,,,,,,0,1500000.0,17.955465647361994,14.220976332738882,21.787976574283668,4.454347296253507,q3,11
68,jacquelinef143,85,2400.0,62700000.0,1100000.0,1.15,718800.0,2800000000.0,India,0.0,1100000.0,1.7543859649122806,0.0175438596491228,1166666.6666666667,1100000.0,,,17.95387202155211,7.783640596221253,21.752885254484717,13.910821646859096,,,,,,,,,0,1100000.0,17.95387202155211,13.910821646859095,21.752885254484713,4.454347296253507,q3,14
69,psg,86,10000.0,61900000.0,500500.0,0.52,322200.0,5000000000.0,France,0.0,500500.0,0.808562197092084,0.0080856219709208,500000.0,500500.0,,,17.941030753809912,9.210440366976515,22.33270374958051,13.123364875737414,,,,,,,,,0,500500.0,17.941030753809912,13.123364875737414,22.33270374958051,4.465908118654584,q3,3
70,roses_are_rosie,82,820.0,61800000.0,4600000.0,9.72,6000000.0,3800000000.0,Unknown,0.0,4600000.0,7.443365695792881,0.0744336569579288,4634146.341463415,4600000.0,,,17.93941393860915,6.710523109452428,22.05826690394191,15.341567078850604,,,,,,,,,0,4600000.0,17.93941393860915,15.341567078850604,22.05826690394191,4.418840607796598,q3,15
71,manchesterunited,85,9900.0,59600000.0,381800.0,0.41,241600.0,3800000000.0,United Kingdom,0.0,381800.0,0.6406040268456376,0.0064060402684563,383838.38383838383,381800.0,,,17.9031661488141,9.200391041122517,22.05826690394191,12.852654809442695,,,,,,,,,0,381800.0,17.9031661488141,12.852654809442695,22.05826690394191,4.454347296253507,q3,16
72,anushkasharma,85,1200.0,59500000.0,1900000.0,2.34,1400000.0,2200000000.0,Unknown,0.0,1900000.0,3.193277310924369,0.0319327731092436,1833333.3333333333,1900000.0,,,17.90148688732258,7.090909822079984,21.511723197765228,14.45736497045232,,,,,,,,,0,1900000.0,17.90148688732258,14.45736497045232,21.511723197765228,4.454347296253507,q3,13
73,whinderssonnunes,79,2700.0,58700000.0,1600000.0,0.58,323100.0,4400000000.0,Brazil,0.0,1600000.0,2.72572402044293,0.0272572402044293,1629629.6296296297,1600000.0,,,17.8879503018341,7.901377353792616,22.2048703780979,14.285514812209817,,,,,,,,,0,1600000.0,17.8879503018341,14.285514812209815,22.2048703780979,4.382026634673881,q3,16
74,9gag,86,10000.0,58100000.0,672600.0,0.44,248600.0,6700000000.0,United States,0.0,672600.0,1.157659208261618,0.0115765920826161,670000.0,672600.0,,,17.877676239033843,9.210440366976515,22.625373363492585,13.418907565054967,,,,,,,,,0,672600.0,17.877676239033843,13.418907565054967,22.625373363492585,4.465908118654584,q3,4
75,marcelotwelve,86,2700.0,58100000.0,690900.0,0.78,448300.0,1900000000.0,Brazil,0.0,690900.0,1.189156626506024,0.0118915662650602,703703.7037037037,690900.0,,,17.877676239033843,7.901377353792616,21.36511972364512,13.445751821863304,,,,,,,,,0,690900.0,17.877676239033843,13.445751821863304,21.365119723645122,4.465908118654584,q3,13
76,milliebobbybrown,80,280.0,57600000.0,4000000.0,8.63,5000000.0,1100000000.0,United States,0.0,4000000.0,6.944444444444445,0.0694444444444444,3928571.4285714286,4000000.0,,,17.86903314302723,5.638354669333745,20.818576017659822,15.201805169084134,,,,,,,,,0,4000000.0,17.86903314302723,15.201805169084134,20.818576017659826,4.394449154672439,q3,16
77,karimbenzema,42,2000.0,56900000.0,878500.0,1.62,918900.0,1800000000.0,Spain,0.0,878500.0,1.5439367311072056,0.015439367311072,900000.0,878500.0,,,17.856805916671252,7.601402334583733,21.311052502404085,13.685972324912568,,,,,,,,,0,878500.0,17.856805916671252,13.685972324912568,21.311052502404085,3.7612001156935624,q3,12
78,chrishemsworth,86,880.0,55900000.0,2800000.0,3.69,2100000.0,2500000000.0,Australia,0.0,2800000.0,5.008944543828265,0.0500894454382826,2840909.090909091,2800000.0,,,17.839074956014414,6.78105762593618,21.639556569220566,14.845130332288226,,,,,,,,,0,2800000.0,17.839074956014414,14.845130332288226,21.639556569220566,4.465908118654584,q3,14
79,karolg,83,3300.0,55600000.0,3100000.0,10.25,5700000.0,10100000000.0,India,0.0,3100000.0,5.575539568345324,0.0557553956834532,3060606.0606060605,3100000.0,,,17.833693777206424,8.101980731853192,23.03580126089264,14.946912992035967,,,,,,,,,0,3100000.0,17.833693777206424,14.946912992035967,23.035801260892637,4.430816798843313,q3,6
80,paulpogba,80,1300.0,55200000.0,1400000.0,0.85,462600.0,1800000000.0,France,0.0,1400000.0,2.536231884057971,0.0253623188405797,1384615.3846153845,1400000.0,,,17.826473529363266,7.170888478512505,21.311052502404085,14.151983508870948,,,,,,,,,0,1400000.0,17.826473529363266,14.151983508870947,21.311052502404085,4.394449154672439,q3,9
81,iamzlatanibrahimovic,86,870.0,55100000.0,1500000.0,1.53,837100.0,1300000000.0,Unknown,0.0,1500000.0,2.722323049001815,0.0272232304900181,1494252.8735632184,1500000.0,,,17.824660292271965,6.769641976852503,20.985630102183134,14.220976332738882,,,,,,,,,0,1500000.0,17.824660292271965,14.220976332738882,20.985630102183134,4.465908118654584,q3,20
82,leonardodicaprio,86,1700.0,54600000.0,395500.0,0.2,107600.0,669300000.0,Unknown,0.0,395500.0,0.7243589743589743,0.0072435897435897,393705.8823529412,395500.0,,,17.81554445903015,7.438971592395862,20.321742949564968,12.887908594631655,,,,,,,,,0,395500.0,17.81554445903015,12.887908594631655,20.321742949564968,4.465908118654584,q3,16
83,juventus,87,10000.0,54500000.0,194800.0,0.25,135500.0,1900000000.0,Unknown,0.0,194800.0,0.3574311926605504,0.0035743119266055,190000.0,194800.0,,,17.813711277982097,9.210440366976515,21.36511972364512,12.179733803647622,,,,,,,,,0,194800.0,17.813711277982097,12.179733803647622,21.365119723645122,4.477336814478207,q3,8
84,zacefron,86,660.0,54500000.0,2300000.0,8.18,4400000.0,1500000000.0,United States,0.0,2300000.0,4.220183486238533,0.0422018348623853,2272727.272727273,2300000.0,,,17.813711277982097,6.493753839851686,21.12873094572124,14.648420115681892,,,,,,,,,0,2300000.0,17.813711277982097,14.648420115681892,21.12873094572124,4.465908118654584,q3,8
85,bellahadid,79,3200.0,54100000.0,1100000.0,2.06,1100000.0,3600000000.0,United Kingdom,0.0,1100000.0,2.033271719038817,0.0203327171903881,1125000.0,1100000.0,,,17.806344762301,8.071218539969863,22.00419968268625,13.910821646859096,,,,,,,,,0,1100000.0,17.806344762301,13.910821646859095,22.004199682686252,4.382026634673881,q3,10
86,tatawerneck,86,5600.0,53900000.0,959800.0,0.51,266500.0,5400000000.0,Brazil,0.0,959800.0,1.7807050092764378,0.0178070500927643,964285.7142857144,959800.0,,,17.8026410544321,8.630700432209832,22.409664790701825,13.774481250289464,,,,,,,,,0,959800.0,17.8026410544321,13.774481250289465,22.409664790701825,4.465908118654584,q3,11
87,beingsalmankhan,76,1200.0,53500000.0,1400000.0,1.33,693900.0,1600000000.0,India,0.0,1400000.0,2.6168224299065423,0.0261682242990654,1333333.3333333333,1400000.0,,,17.795192230557824,7.090909822079984,21.193269466817146,14.151983508870948,,,,,,,,,0,1400000.0,17.795192230557824,14.151983508870947,21.193269466817146,4.343805421853684,q3,15
88,robertdowneyjr,86,420.0,53400000.0,3000000.0,2.05,1100000.0,1300000000.0,United States,0.0,3000000.0,5.617977528089887,0.0561797752808988,3095238.095238095,3000000.0,,,17.793321322657015,6.042632833682381,20.985630102183134,14.914123179965662,,,,,,,,,0,3000000.0,17.793321322657015,14.914123179965662,20.985630102183134,4.465908118654584,q3,14
89,sunnyleone,84,4600.0,53400000.0,764000.0,0.57,301300.0,3500000000.0,Unknown,0.0,764000.0,1.430711610486891,0.0143071161048689,760869.5652173914,764000.0,,,17.793321322657015,8.434028950155469,21.97602880572749,13.546324377048323,,,,,,,,,0,764000.0,17.793321322657015,13.546324377048325,21.976028805727495,4.442651256490317,q3,10
90,ladygaga,83,3600.0,53200000.0,1400000.0,1.02,531600.0,5100000000.0,United States,0.0,1400000.0,2.631578947368421,0.0263157894736842,1416666.6666666667,1400000.0,,,17.789568973108864,8.188966863648876,22.35250637687277,14.151983508870948,,,,,,,,,0,1400000.0,17.789568973108864,14.151983508870947,22.35250637687277,4.430816798843313,q3,8
91,dishapatani,74,2100.0,53000000.0,1600000.0,1.85,971700.0,3400000000.0,United States,0.0,1600000.0,3.018867924528302,0.030188679245283,1619047.619047619,1600000.0,,,17.78580249038432,7.650168700845001,21.947041268862645,14.285514812209817,,,,,,,,,0,1600000.0,17.78580249038432,14.285514812209815,21.947041268862645,4.31748811353631,q3,11
92,sergioramos,87,2200.0,52800000.0,1100000.0,1.06,557900.0,2500000000.0,Unknown,0.0,1100000.0,2.083333333333333,0.0208333333333333,1136363.6363636365,1100000.0,,,17.782021767615884,7.696667081526462,21.639556569220566,13.910821646859096,,,,,,,,,0,1100000.0,17.782021767615884,13.910821646859095,21.639556569220566,4.477336814478207,q3,11
93,jbalvin,87,10000.0,52800000.0,878000.0,0.66,340500.0,8800000000.0,Unknown,0.0,878000.0,1.6628787878787878,0.0166287878787878,880000.0,878000.0,,,17.782021767615884,9.210440366976515,22.898017558544208,13.68540301156877,,,,,,,,,0,878000.0,17.782021767615884,13.68540301156877,22.898017558544208,4.477336814478207,q3,7
94,mosalah,22,840.0,52500000.0,1800000.0,2.18,1100000.0,1500000000.0,Unknown,0.0,1800000.0,3.428571428571429,0.0342857142857142,1785714.2857142857,1800000.0,,,17.77632374660947,6.734591659972948,21.12873094572124,14.403297778421797,,,,,,,,,0,1800000.0,17.77632374660947,14.403297778421795,21.12873094572124,3.1354942159291497,q3,7
95,ayutingting92,85,10000.0,52400000.0,147300.0,0.11,56300.0,1500000000.0,Indonesia,0.0,147300.0,0.2811068702290076,0.00281106870229,150000.0,147300.0,,,17.77441716837524,9.210440366976515,21.12873094572124,11.900233391293936,,,,,,,,,0,147300.0,17.77441716837524,11.900233391293936,21.12873094572124,4.454347296253507,q3,13
96,433,79,10300.0,51200000.0,863200.0,1.52,774200.0,8900000000.0,Netherlands,0.0,863200.0,1.6859375,0.016859375,864077.6699029126,863200.0,,,17.751250109540987,9.239996256883693,22.909317113796863,13.668402851405466,,,,,,,,,0,863200.0,17.751250109540987,13.668402851405466,22.909317113796863,4.382026634673881,q3,3
97,hudabeauty,82,2400.0,50800000.0,186400.0,0.04,16800.0,453600000.0,United States,0.0,186400.0,0.3669291338582677,0.0036692913385826,189000.0,186400.0,,,17.74340693223375,7.783640596221253,19.932726312582403,12.135655546026104,,,,,,,,,0,186400.0,17.74340693223375,12.135655546026104,19.932726312582403,4.418840607796598,q3,10
98,adele,84,420.0,50700000.0,4700000.0,3.82,1900000.0,2000000000.0,United States,0.0,4700000.0,9.270216962524657,0.0927021696252465,4761904.761904762,4700000.0,,,17.741436488285277,6.042632833682381,21.41641301800636,15.363073279446224,,,,,,,,,0,4700000.0,17.741436488285277,15.363073279446223,21.416413018006356,4.442651256490317,q3,5
99,michelleobama,85,600.0,50700000.0,700500.0,1.22,611200.0,421700000.0,Unknown,0.0,700500.0,1.381656804733728,0.0138165680473372,702833.3333333334,700500.0,,,17.741436488285277,6.398594934535208,19.859804721088143,13.459551072309928,,,,,,,,,0,700500.0,17.741436488285277,13.459551072309928,19.859804721088143,4.454347296253507,q3,13
100,kritisanon,76,2700.0,50200000.0,897200.0,1.21,604400.0,2400000000.0,India,0.0,897200.0,1.7872509960159364,0.0178725099601593,888888.8888888889,897200.0,,,17.731525604582277,7.901377353792616,21.59873457471698,13.707035196206258,,,,,,,,,0,897200.0,17.731525604582277,13.707035196206258,21.59873457471698,4.343805421853684,q3,10
101,jamesrodriguez10,86,1100.0,49900000.0,1400000.0,0.75,363900.0,1500000000.0,Colombia,0.0,1400000.0,2.80561122244489,0.0280561122244488,1363636.3636363635,1400000.0,,,17.725531580761828,7.00397413672268,21.12873094572124,14.151983508870948,,,,,,,,,0,1400000.0,17.725531580761828,14.151983508870947,21.12873094572124,4.465908118654584,q2,16
102,krisjenner,80,6400.0,49700000.0,356800.0,0.91,452900.0,2300000000.0,United States,0.0,356800.0,0.717907444668008,0.00717907444668,359375.0,356800.0,,,17.721515511187583,8.764209507142004,21.556174960316294,12.784933482374647,,,,,,,,,0,356800.0,17.721515511187583,12.784933482374647,21.556174960316298,4.394449154672439,q2,10
103,thv,83,60.0,49300000.0,15400000.0,25.8,12600000.0,987400000.0,Unknown,0.0,15400000.0,31.237322515212984,0.3123732251521298,16456666.666666666,15400000.0,,,17.713434659296894,4.110873864173311,20.7105857848018,16.54987813231892,,,,,,,,,0,15400000.000000002,17.713434659296894,16.54987813231892,20.710585784801797,4.430816798843313,q2,3
104,lelepons,81,2500.0,49200000.0,2400000.0,3.55,1700000.0,6100000000.0,United States,0.0,2400000.0,4.878048780487805,0.048780487804878,2440000.0,2400000.0,,,17.71140420178774,7.824445930877619,22.53155460828961,14.690979711984754,,,,,,,,,0,2400000.0,17.71140420178774,14.690979711984754,22.53155460828961,4.406719247264253,q2,8
105,charlidamelio,80,150.0,49100000.0,4200000.0,3.28,1600000.0,654400000.0,Unknown,0.0,4200000.0,8.55397148676171,0.0855397148676171,4362666.666666667,4200000.0,,,17.709369613131347,5.017279836814924,20.29922934478093,15.250595321348806,,,,,,,,,0,4200000.0,17.709369613131347,15.250595321348806,20.29922934478093,4.394449154672439,q2,13
106,gucci,86,8900.0,49000000.0,115100.0,0.15,72400.0,1000000000.0,Italy,0.0,115100.0,0.2348979591836734,0.0023489795918367,112359.55056179776,115100.0,,,17.707330876483063,9.093918908958932,20.72326583794641,11.65356528276954,,,,,,,,,0,115100.0,17.707330876483063,11.65356528276954,20.72326583794641,4.465908118654584,q2,5
107,prillylatuconsina96,84,6500.0,48900000.0,372400.0,0.27,131800.0,2400000000.0,Indonesia,0.0,372400.0,0.7615541922290389,0.0076155419222903,369230.7692307693,372400.0,,,17.705287974894997,8.77971129020447,21.59873457471698,12.827726509666084,,,,,,,,,0,372400.0,17.705287974894997,12.827726509666084,21.59873457471698,4.442651256490317,q2,19
108,louisvuitton,82,6500.0,48700000.0,127500.0,0.08,40500.0,824000000.0,France,0.0,127500.0,0.2618069815195072,0.002618069815195,126769.23076923077,127500.0,,,17.7011896085867,8.77971129020447,20.529681089087337,11.755879486687116,,,,,,,,,0,127500.0,17.7011896085867,11.755879486687116,20.529681089087337,4.418840607796598,q2,12
109,paulodybala,85,1300.0,48300000.0,1800000.0,2.88,1400000.0,2300000000.0,Unknown,0.0,1800000.0,3.7267080745341614,0.0372670807453416,1769230.7692307692,1800000.0,,,17.692942139326735,7.170888478512505,21.556174960316294,14.403297778421797,,,,,,,,,0,1800000.0,17.692942139326735,14.403297778421795,21.556174960316298,4.454347296253507,q2,11
110,blackpinkofficial,85,1400.0,48200000.0,2100000.0,2.77,1300000.0,3000000000.0,Unknown,0.0,2100000.0,4.356846473029045,0.0435684647302904,2142857.1428571427,2100000.0,,,17.690869599767716,7.244941546337007,21.82187812594785,14.557448378884017,,,,,,,,,0,2100000.0,17.690869599767716,14.557448378884015,21.821878125947855,4.454347296253507,q2,17
111,dovecameron,85,170.0,48200000.0,1600000.0,1.75,841400.0,283000000.0,United States,0.0,1600000.0,3.319502074688797,0.0331950207468879,1664705.8823529412,1600000.0,,,17.690869599767716,5.14166355650266,19.46095745914108,14.285514812209817,,,,,,,,,0,1600000.0,17.690869599767716,14.285514812209815,19.46095745914108,4.454347296253507,q2,11
112,garethbale11,86,980.0,48100000.0,763000.0,1.43,681300.0,753100000.0,Unknown,0.0,763000.0,1.5862785862785864,0.0158627858627858,768469.387755102,763000.0,,,17.68879275586601,6.888572459565364,20.439708580399422,13.545014620881725,,,,,,,,,0,763000.0000000001,17.68879275586601,13.545014620881725,20.439708580399426,4.465908118654584,q2,12
113,jokowi,85,3500.0,47700000.0,452600.0,0.41,189600.0,1600000000.0,Unknown,0.0,452600.0,0.9488469601677147,0.0094884696016771,457142.8571428572,452600.0,,,17.68044197682293,8.160803920954665,21.193269466817146,13.022766221635608,,,,,,,,,0,452600.0,17.68044197682293,13.022766221635607,21.193269466817146,4.454347296253507,q2,6
114,nusr_et,81,2300.0,47300000.0,728200.0,0.29,133000.0,1700000000.0,United Arab Emirates,0.0,728200.0,1.5395348837209302,0.0153953488372093,739130.4347826086,728200.0,,,17.67202087460381,7.741099090035366,21.253894088596816,13.498332387971637,,,,,,,,,0,728200.0,17.67202087460381,13.498332387971635,21.253894088596816,4.406719247264253,q2,7
115,harrystyles,57,590.0,46900000.0,4700000.0,6.38,2900000.0,2800000000.0,United States,0.0,4700000.0,10.021321961620467,0.1002132196162046,4745762.711864407,4700000.0,,,17.66352825473847,6.3818160174060985,21.752885254484717,15.363073279446224,,,,,,,,,0,4700000.0,17.66352825473847,15.363073279446223,21.752885254484713,4.060443010546419,q2,11
116,haileybieber,85,2100.0,46900000.0,2000000.0,3.47,1600000.0,4200000000.0,Unknown,0.0,2000000.0,4.264392324093817,0.0426439232409381,2000000.0,2000000.0,,,17.66352825473847,7.650168700845001,22.15835036247383,14.508658238524095,,,,,,,,,0,2000000.0,17.66352825473847,14.508658238524095,22.15835036247383,4.454347296253507,q2,12
117,vanessahudgens,84,4200.0,46800000.0,633900.0,0.63,292900.0,2700000000.0,United States,0.0,633900.0,1.3544871794871796,0.0135448717948717,642857.1428571428,633900.0,,,17.661393782255395,8.343077871169383,21.716517610327063,13.359648069806902,,,,,,,,,0,633900.0,17.661393782255395,13.359648069806902,21.716517610327063,4.442651256490317,q2,14
118,5-Minute Crafts GIRLY,85,10000.0,46500000.0,157000.0,0.03,12400.0,1600000000.0,United States,0.0,157000.0,0.3376344086021505,0.0033763440860215,160000.0,157000.0,,,17.65496289206296,9.210440366976515,21.193269466817146,11.964007453736912,,,,,,,,,0,157000.0,17.65496289206296,11.964007453736912,21.193269466817146,4.454347296253507,q2,21
119,zayn,82,160.0,46500000.0,4700000.0,8.81,4000000.0,773500000.0,United States,0.0,4700000.0,10.10752688172043,0.1010752688172043,4834375.0,4700000.0,,,17.65496289206296,5.081404364984463,20.46643622927022,15.363073279446224,,,,,,,,,0,4700000.0,17.65496289206296,15.363073279446223,20.46643622927022,4.418840607796598,q2,4
120,larissamanoela,85,5200.0,46500000.0,579600.0,0.57,259400.0,3000000000.0,Brazil,0.0,579600.0,1.2464516129032257,0.0124645161290322,576923.0769230769,579600.0,,,17.65496289206296,8.556606193773073,21.82187812594785,13.270095214754988,,,,,,,,,0,579600.0,17.65496289206296,13.270095214754988,21.821878125947855,4.454347296253507,q2,14
121,travisscott,78,3200.0,46200000.0,3000000.0,5.71,2600000.0,9600000000.0,United States,0.0,3000000.0,6.493506493506493,0.0649350649350649,3000000.0,3000000.0,,,17.648490377696987,8.071218539969863,22.98502893552437,14.914123179965662,,,,,,,,,0,2999999.9999999995,17.648490377696987,14.914123179965662,22.98502893552437,4.3694478524670215,q2,11
122,thenotoriousmma,82,3200.0,45900000.0,1100000.0,0.69,311500.0,3500000000.0,United States,0.0,1100000.0,2.396514161220044,0.0239651416122004,1093750.0,1100000.0,,,17.641975696817266,8.071218539969863,21.97602880572749,13.910821646859096,,,,,,,,,0,1100000.0,17.641975696817266,13.910821646859095,21.976028805727495,4.418840607796598,q2,15
123,daddyyankee,80,20.0,45900000.0,652500.0,1.0,455300.0,18300000.0,Puerto Rico,0.0,652500.0,1.4215686274509804,0.0142156862745098,915000.0,652500.0,,,17.641975696817266,3.044522437723423,16.722411672456456,13.38856795074486,,,,,,,,,0,652500.0,17.641975696817266,13.38856795074486,16.722411672456456,4.394449154672439,q2,11
124,natgeotravel,82,16900.0,45800000.0,189900.0,0.12,52800.0,3200000000.0,United States,0.0,189900.0,0.4146288209606987,0.0041462882096069,189349.1124260355,189900.0,,,17.639794670918473,9.735128070758227,21.886416647064596,12.15425816271595,,,,,,,,,0,189900.0,17.639794670918473,12.15425816271595,21.886416647064593,4.418840607796598,q2,12
125,nikefootball,85,1800.0,45400000.0,431200.0,0.44,199800.0,784000000.0,United States,0.0,431200.0,0.9497797356828196,0.0094977973568281,435555.5555555556,431200.0,,,17.63102268503801,7.496097345175956,20.47991957959019,12.974329617683695,,,,,,,,,0,431200.0,17.63102268503801,12.974329617683697,20.47991957959019,4.454347296253507,q2,12
126,stephencurry30,84,1100.0,45400000.0,1100000.0,2.76,1200000.0,1200000000.0,Unknown,0.0,1100000.0,2.4229074889867843,0.0242290748898678,1090909.0909090908,1100000.0,,,17.63102268503801,7.00397413672268,20.9055873945737,13.910821646859096,,,,,,,,,0,1100000.0,17.63102268503801,13.910821646859095,20.9055873945737,4.442651256490317,q2,14
127,vancityreynolds,86,680.0,44800000.0,1400000.0,2.61,1200000.0,925700000.0,Unknown,0.0,1400000.0,3.125,0.03125,1361323.5294117648,1400000.0,,,17.61771871970664,6.523562306149512,20.646060767117703,14.151983508870948,,,,,,,,,0,1400000.0,17.61771871970664,14.151983508870947,20.646060767117703,4.465908118654584,q2,15
128,maisa,42,1500.0,44500000.0,553000.0,0.67,294100.0,820100000.0,Brazil,0.0,553000.0,1.2426966292134831,0.0124269662921348,546733.3333333334,553000.0,,,17.61099976960838,7.313886831633462,20.524936843226005,13.223115088821102,,,,,,,,,0,553000.0,17.61099976960838,13.223115088821102,20.524936843226005,3.7612001156935624,q2,5
129,luissuarez9,85,970.0,44200000.0,801800.0,0.96,414800.0,782500000.0,Unknown,0.0,801800.0,1.8140271493212667,0.0181402714932126,806701.030927835,801800.0,,,17.60423536967236,6.878326468291325,20.478004481656537,13.59461572638358,,,,,,,,,0,801799.9999999999,17.60423536967236,13.59461572638358,20.478004481656537,4.454347296253507,q2,11
130,gusttavolima,76,4900.0,43900000.0,475100.0,0.71,303900.0,2300000000.0,Brazil,0.0,475100.0,1.0822323462414578,0.0108223234624145,469387.7551020408,475100.0,,,17.597424900824443,8.497194544909547,21.556174960316294,13.071282691992836,,,,,,,,,0,475100.0,17.597424900824443,13.071282691992835,21.556174960316298,4.343805421853684,q2,12
131,jannatzubair29,84,1600.0,43800000.0,1300000.0,2.18,944300.0,2200000000.0,Unknown,0.0,1300000.0,2.968036529680365,0.0296803652968036,1375000.0,1300000.0,,,17.595144398177723,7.378383712996714,21.511723197765228,14.077875591662238,,,,,,,,,0,1300000.0,17.595144398177723,14.077875591662238,21.511723197765228,4.442651256490317,q2,14
132,varundvn,84,1900.0,43800000.0,1100000.0,1.48,640500.0,2000000000.0,India,0.0,1100000.0,2.5114155251141552,0.0251141552511415,1052631.5789473683,1100000.0,,,17.595144398177723,7.550135342488429,21.41641301800636,13.910821646859096,,,,,,,,,0,1100000.0,17.595144398177723,13.910821646859095,21.416413018006356,4.442651256490317,q2,8
133,hrithikroshan,85,580.0,43700000.0,1600000.0,3.82,1600000.0,949900000.0,C̫te d'Ivoire,0.0,1600000.0,3.6613272311212817,0.0366132723112128,1637758.6206896552,1600000.0,,,17.592858682949114,6.364750756851911,20.671867274913154,14.285514812209817,,,,,,,,,0,1600000.0,17.592858682949114,14.285514812209815,20.671867274913154,4.454347296253507,q2,13
134,nickyjampr,81,10000.0,43400000.0,381600.0,0.33,139300.0,3800000000.0,Colombia,0.0,381600.0,0.87926267281106,0.0087926267281106,380000.0,381600.0,,,17.585970022112107,9.210440366976515,22.05826690394191,12.852130839097908,,,,,,,,,0,381600.0,17.585970022112107,12.852130839097908,22.05826690394191,4.406719247264253,q2,10
135,buzzfeedtasty,85,8900.0,43200000.0,65099.99999999999,0.02,7700.0,580700000.0,Spain,0.0,65099.99999999999,0.1506944444444444,0.0015069444444444,65247.19101123596,65099.99999999999,,,17.581351076362488,9.093918908958932,20.179744832064337,11.083695189061784,,,,,,,,,0,65099.99999999999,17.581351076362488,11.083695189061785,20.179744832064337,4.454347296253507,q2,13
136,brunamarquezine,84,3000.0,43100000.0,969700.0,1.05,444200.0,2900000000.0,United States,0.0,969700.0,2.2498839907192574,0.0224988399071925,966666.6666666666,969700.0,,,17.579033578275833,8.006700845440367,21.787976574283668,13.784743055538884,,,,,,,,,0,969700.0,17.579033578275833,13.784743055538883,21.787976574283668,4.442651256490317,q2,15
137,caradelevingne,86,4400.0,42900000.0,790200.0,0.43,181000.0,3500000000.0,United States,0.0,790200.0,1.841958041958042,0.0184195804195804,795454.5454545454,790200.0,,,17.57438240720827,8.38958706681109,21.97602880572749,13.58004262246103,,,,,,,,,0,790200.0,17.57438240720827,13.58004262246103,21.976028805727495,4.465908118654584,q2,14
138,kapilsharma,83,950.0,42200000.0,736400.0,1.49,624500.0,710700000.0,Unknown,0.0,736400.0,1.7450236966824646,0.0174502369668246,748105.2631578947,736400.0,,,17.557930802702924,6.85751406254539,20.381760959204183,13.509530086297769,,,,,,,,,0,736400.0,17.557930802702924,13.509530086297769,20.381760959204186,4.430816798843313,q2,11
